date_key,product_key,warehouse_key,quantity_on_hand
2,63,6,200
2,18,6,295
2,80,4,449
2,31,4,237
2,34,5,276
2,101,3,473
2,106,6,288
2,65,2,235
2,35,6,182
2,70,5,232
2,37,5,154
2,3,5,96
2,83,5,155
2,15,6,121
2,12,6,476
2,117,2,182
2,40,3,91
2,24,5,365
2,54,6,298
2,44,1,307
2,8,2,260
2,79,5,486
2,21,3,241
2,92,3,192
2,107,5,325
2,47,4,207
2,30,6,284
2,18,5,388
2,53,5,333
2,21,2,114
3,9,4,359
3,14,1,0
3,65,1,62
3,97,3,118
3,10,6,308
3,61,5,230
3,15,1,262
3,105,1,392
3,102,2,0
3,63,2,431
3,31,3,146
3,10096,4,363
3,26,2,329
3,41,6,180
3,48,4,343
3,42,1,509
3,8,1,242
3,40,4,266
3,10055,5,360
3,91,1,475
3,113,6,344
3,33,3,338
3,10118,2,73
3,75,4,646
3,119,2,145
3,37,6,119
3,36,2,489
3,87,6,303
3,29,3,214
3,21,4,148
3,3,4,328
3,60,1,113
3,69,4,396
3,33,5,75
3,115,1,232
3,40,6,113
3,58,3,172
3,85,4,160
3,85,1,561
3,64,3,186
3,6,4,165
3,5,6,96
3,79,4,73
3,5,1,102
3,81,4,405
3,10,1,493
3,39,6,82
3,66,4,80
3,90,6,426
3,8,6,375
3,42,3,164
3,98,1,292
3,85,5,631
3,87,4,143
3,30,2,227
3,51,5,158
3,76,4,103
3,68,4,210
3,119,1,491
3,72,4,157
3,112,4,115
3,71,3,163
3,10,3,266
3,81,3,264
3,57,2,285
3,55,4,374
3,118,3,180
3,96,6,92
3,94,3,464
3,76,6,179
3,86,5,374
3,106,4,133
3,100,5,357
3,108,1,214
3,98,5,99
3,5,4,225
3,68,1,168
3,70,1,226
3,113,5,167
3,83,2,163
3,42,5,296
3,73,1,423
3,109,6,179
3,39,2,95
3,15,4,142
3,102,6,317
3,10060,1,284
3,53,3,470
3,120,1,437
3,43,5,21
3,18,3,195
3,38,1,131
3,30,1,64
3,84,2,365
3,43,4,451
3,114,1,442
3,43,6,300
3,64,4,95
3,63,6,200
3,91,3,324
3,80,4,449
3,31,4,237
3,88,5,211
3,34,5,276
3,78,5,147
3,7,5,207
3,102,5,76
3,111,1,119
3,6,6,153
3,19,6,76
3,44,3,246
3,69,2,373
3,35,6,182
3,70,5,232
3,55,1,234
3,37,5,154
3,3,5,96
3,83,5,155
3,29,6,151
3,40,3,91
3,10055,3,432
3,8,2,260
3,13,6,333
3,90,2,305
3,92,3,192
3,47,4,207
3,30,6,284
3,87,1,96
3,73,4,384
3,21,2,114
4,1,1,181
4,71,6,187
4,14,1,0
4,65,1,62
4,84,4,483
4,57,3,463
4,10,6,308
4,61,5,230
4,7,3,175
4,106,2,271
4,65,6,341
4,79,6,330
4,103,6,198
4,113,2,118
4,25,1,176
4,48,6,237
4,110,4,299
4,91,4,162
4,31,3,146
4,13,2,274
4,10096,4,363
4,4,6,305
4,113,4,394
4,26,2,329
4,110,1,475
4,41,6,180
4,17,1,142
4,86,2,296
4,42,1,509
4,62,6,124
4,107,4,181
4,91,1,475
4,29,5,379
4,112,2,474
4,35,5,240
4,93,3,146
4,8,3,165
4,63,5,285
4,37,6,119
4,29,3,214
4,21,6,357
4,60,1,113
4,115,1,232
4,85,4,160
4,9,2,61
4,79,4,73
4,5,2,226
4,81,4,405
4,10055,1,603
4,112,1,361
4,27,5,431
4,59,1,58
4,8,6,375
4,85,5,631
4,87,4,143
4,88,4,139
4,4,3,379
4,15,2,76
4,77,6,105
4,80,2,346
4,76,1,429
4,33,2,530
4,97,5,271
4,81,1,275
4,71,3,163
4,99,2,161
4,57,2,285
4,26,3,50
4,31,2,137
4,82,2,126
4,86,5,374
4,41,1,322
4,106,4,133
4,27,4,95
4,7,2,577
4,108,1,214
4,10096,3,341
4,113,5,167
4,72,5,333
4,91,5,425
4,28,3,419
4,32,4,372
4,34,3,127
4,40,1,295
4,2,1,100
4,93,2,94
4,15,4,142
4,54,3,396
4,10060,1,284
4,53,3,470
4,43,5,21
4,18,3,195
4,68,3,279
4,11,6,488
4,84,2,365
4,43,4,451
4,103,4,216
4,43,6,300
4,91,3,324
4,34,5,276
4,105,2,151
4,119,3,213
4,53,4,302
4,44,2,398
4,106,6,288
4,19,6,76
4,44,3,246
4,32,5,220
4,69,2,373
4,37,5,154
4,51,3,281
4,3,5,96
4,29,6,151
4,22,3,372
4,12,6,476
4,27,1,308
4,117,2,182
4,10096,2,325
4,10055,3,432
4,25,3,426
4,8,2,260
4,21,3,241
4,10118,1,646
4,13,6,166
4,90,2,305
4,120,2,310
4,107,5,325
4,30,6,284
4,109,1,65
4,53,5,333
4,77,1,414
5,117,6,224
5,1,1,181
5,9,4,359
5,71,6,187
5,45,1,435
5,14,1,0
5,111,3,402
5,109,4,456
5,52,5,340
5,15,1,262
5,106,2,271
5,69,5,460
5,41,2,200
5,50,2,462
5,33,4,466
5,31,3,146
5,10096,4,363
5,26,2,329
5,66,5,313
5,41,6,180
5,86,2,296
5,8,1,242
5,75,2,131
5,40,4,266
5,20,5,338
5,86,4,173
5,107,4,181
5,15,5,349
5,91,1,475
5,52,6,248
5,93,5,47
5,86,1,476
5,112,2,474
5,93,3,146
5,10096,5,485
5,119,5,388
5,67,3,577
5,50,5,55
5,92,1,286
5,87,6,303
5,99,5,74
5,10,2,269
5,21,4,148
5,21,6,357
5,69,6,549
5,69,4,396
5,115,1,232
5,78,2,319
5,55,3,112
5,40,6,113
5,7,6,0
5,85,1,561
5,5,1,102
5,5,2,226
5,10055,1,603
5,73,3,123
5,66,4,80
5,52,3,54
5,78,4,542
5,90,6,426
5,30,3,545
5,98,1,292
5,72,3,422
5,103,5,151
5,30,2,227
5,4,3,379
5,98,2,436
5,76,4,103
5,68,4,210
5,77,6,105
5,56,1,451
5,119,1,491
5,91,2,155
5,90,3,423
5,72,4,157
5,76,1,429
5,44,5,217
5,59,4,74
5,81,1,275
5,118,3,180
5,26,3,50
5,96,6,92
5,76,6,179
5,105,3,371
5,108,1,214
5,98,5,99
5,10096,3,341
5,68,1,168
5,83,2,163
5,109,6,179
5,34,3,127
5,40,1,295
5,2,1,100
5,39,1,350
5,76,2,191
5,54,3,396
5,112,3,460
5,53,3,470
5,95,4,291
5,49,4,326
5,78,1,320
5,11,6,488
5,84,2,365
5,114,1,442
5,103,4,216
5,43,6,76
5,62,4,276
5,90,4,363
5,64,4,95
5,18,6,295
5,87,2,370
5,80,4,356
5,102,5,76
5,119,3,213
5,58,6,74
5,101,3,473
5,53,4,302
5,43,3,426
5,19,6,76
5,84,3,196
5,15,3,60
5,32,5,220
5,55,1,234
5,37,5,154
5,28,5,148
5,3,5,96
5,15,6,121
5,115,4,473
5,117,2,182
5,24,5,365
5,10096,2,325
5,25,3,426
5,54,6,298
5,44,1,307
5,79,5,486
5,21,3,42
5,9,1,373
5,84,5,444
5,26,6,120
6,24,1,312
6,45,1,435
6,84,4,483
6,109,4,456
6,57,3,463
6,10,6,284
6,33,6,129
6,15,1,262
6,106,2,271
6,47,3,362
6,103,6,198
6,10118,3,311
6,48,6,237
6,110,4,299
6,50,2,462
6,18,4,66
6,91,4,162
6,2,5,653
6,31,3,146
6,13,2,274
6,4,6,305
6,113,4,394
6,26,2,329
6,55,5,122
6,66,5,313
6,95,6,105
6,83,1,470
6,116,6,197
6,10055,5,127
6,101,4,235
6,20,5,338
6,97,4,256
6,66,6,482
6,34,2,337
6,112,2,474
6,33,3,703
6,10096,5,485
6,119,5,388
6,63,5,285
6,82,1,138
6,27,6,245
6,37,6,119
6,29,3,214
6,10,2,269
6,21,4,148
6,3,4,328
6,45,6,450
6,33,5,75
6,78,2,319
6,55,3,112
6,40,6,113
6,85,1,561
6,6,4,165
6,35,3,178
6,61,6,164
6,112,1,361
6,27,5,431
6,27,3,440
6,30,3,545
6,71,4,329
6,42,3,164
6,98,1,292
6,14,4,226
6,87,4,143
6,88,4,139
6,45,5,405
6,66,3,255
6,51,5,158
6,68,4,262
6,80,2,240
6,90,3,423
6,112,4,115
6,21,1,186
6,97,5,96
6,44,5,217
6,35,2,151
6,99,2,161
6,26,3,50
6,76,6,179
6,107,2,469
6,27,4,95
6,10096,3,341
6,83,2,163
6,12,4,209
6,63,1,494
6,19,5,200
6,42,5,50
6,61,4,209
6,32,4,372
6,73,1,423
6,109,6,179
6,39,2,95
6,97,6,382
6,64,2,477
6,40,1,295
6,107,6,84
6,2,1,100
6,76,2,191
6,15,4,142
6,10060,1,284
6,53,3,470
6,43,5,21
6,18,3,0
6,38,2,277
6,30,1,64
6,103,4,216
6,90,4,363
6,48,5,329
6,18,6,295
6,97,2,113
6,64,6,297
6,71,5,399
6,57,6,265
6,44,2,398
6,106,6,288
6,15,3,60
6,37,5,154
6,28,5,148
6,83,5,0
6,22,3,372
6,100,1,117
6,12,6,584
6,27,1,308
6,24,5,365
6,10096,2,325
6,10055,3,432
6,25,3,426
6,92,3,192
6,114,6,414
6,109,1,168
6,53,5,333
6,81,5,265
7,9,4,359
7,45,1,435
7,111,6,144
7,97,3,118
7,52,5,340
7,10,6,284
7,61,5,230
7,33,6,129
7,15,1,262
7,106,2,244
7,63,2,431
7,110,4,299
7,41,2,200
7,18,4,66
7,10096,4,363
7,26,2,329
7,74,4,186
7,75,3,360
7,110,1,475
7,41,6,180
7,48,4,343
7,42,1,509
7,83,1,470
7,8,1,242
7,20,4,0
7,75,2,131
7,40,4,266
7,10055,5,127
7,62,6,124
7,97,4,256
7,93,5,47
7,29,5,379
7,113,6,344
7,84,6,577
7,33,3,703
7,119,2,145
7,63,5,285
7,50,5,55
7,37,6,119
7,92,1,286
7,99,5,74
7,29,3,214
7,10,2,269
7,60,1,113
7,69,4,396
7,60,5,431
7,33,5,75
7,55,3,112
7,85,4,413
7,85,1,561
7,66,2,348
7,95,1,138
7,5,6,0
7,35,3,178
7,61,6,164
7,10,1,493
7,66,4,80
7,27,3,440
7,78,4,542
7,59,1,58
7,90,6,426
7,30,3,545
7,42,3,164
7,85,5,631
7,77,3,194
7,88,4,139
7,45,5,405
7,30,2,227
7,76,4,103
7,68,4,262
7,77,6,105
7,108,2,141
7,76,1,429
7,21,1,186
7,59,4,74
7,35,2,151
7,81,1,81
7,81,3,264
7,57,2,285
7,118,3,180
7,26,3,50
7,31,2,137
7,107,2,469
7,54,5,476
7,94,6,62
7,105,3,371
7,41,1,322
7,1,4,585
7,7,2,577
7,98,5,99
7,10096,3,341
7,68,1,0
7,70,1,226
7,113,5,167
7,57,1,248
7,72,5,333
7,19,5,200
7,42,5,50
7,61,4,209
7,60,6,278
7,88,2,134
7,32,4,372
7,73,1,423
7,34,3,127
7,64,2,477
7,39,1,350
7,76,2,191
7,112,3,460
7,49,4,326
7,11,6,488
7,110,6,154
7,38,1,87
7,30,1,64
7,43,4,451
7,48,5,329
7,18,6,295
7,91,3,324
7,87,2,370
7,64,6,297
7,105,2,151
7,102,5,76
7,53,4,302
7,19,6,76
7,44,3,246
7,69,2,373
7,70,5,232
7,83,5,0
7,29,6,151
7,15,6,121
7,115,4,473
7,27,1,308
7,50,4,34
7,25,3,426
7,44,1,307
7,10118,1,646
7,67,4,409
7,53,5,333
7,87,1,96
7,73,4,384
7,41,5,483
7,81,5,265
8,111,6,144
8,84,4,483
8,111,3,402
8,97,3,118
8,52,5,340
8,10,6,284
8,46,4,294
8,79,6,330
8,113,2,118
8,87,5,494
8,25,1,176
8,110,4,299
8,33,4,466
8,18,4,66
8,31,3,38
8,113,4,394
8,26,2,329
8,110,1,475
8,8,5,184
8,36,1,363
8,8,1,242
8,40,4,24
8,10055,5,127
8,62,6,124
8,86,4,173
8,52,6,248
8,36,5,456
8,35,5,240
8,93,3,146
8,8,3,165
8,75,4,646
8,69,3,373
8,25,6,332
8,27,6,245
8,36,2,489
8,29,3,214
8,98,3,409
8,21,6,357
8,3,4,328
8,36,3,266
8,60,5,408
8,33,5,75
8,66,2,145
8,95,1,138
8,35,3,178
8,81,4,405
8,10,1,493
8,73,3,123
8,52,3,54
8,59,1,58
8,90,6,426
8,8,6,375
8,88,4,139
8,45,5,405
8,103,5,151
8,51,5,179
8,10,5,157
8,15,2,76
8,72,4,157
8,35,1,276
8,112,4,115
8,26,4,450
8,97,5,96
8,59,4,74
8,81,3,264
8,26,3,50
8,36,4,360
8,63,4,481
8,54,5,476
8,41,1,322
8,106,4,133
8,89,6,458
8,83,2,163
8,42,5,50
8,60,6,503
8,91,5,425
8,28,3,419
8,34,3,127
8,107,6,84
8,93,2,167
8,39,1,350
8,54,3,396
8,112,3,460
8,53,3,470
8,120,1,655
8,95,4,291
8,7,1,174
8,18,3,0
8,78,1,320
8,88,1,214
8,38,1,87
8,43,4,451
8,62,4,276
8,18,6,295
8,31,4,237
8,7,5,207
8,105,2,151
8,71,5,399
8,58,6,74
8,6,6,153
8,67,1,408
8,35,6,182
8,70,5,232
8,28,5,22
8,3,5,96
8,29,6,151
8,100,1,117
8,115,4,473
8,12,6,755
8,24,5,365
8,10055,3,432
8,25,3,426
8,44,1,307
8,8,2,260
8,9,1,373
8,90,2,190
8,109,1,168
8,84,5,444
8,18,5,388
8,26,6,120
8,87,1,96
8,81,5,265
8,21,2,114
8,77,1,455
9,24,1,388
9,1,1,181
9,9,4,359
9,71,6,0
9,45,1,435
9,111,6,144
9,97,3,118
9,82,6,330
9,57,3,463
9,61,5,230
9,15,1,262
9,103,6,235
9,38,4,277
9,48,6,237
9,41,2,84
9,33,4,466
9,13,2,274
9,41,6,180
9,86,2,296
9,74,1,313
9,8,5,184
9,8,1,379
9,75,2,131
9,19,3,516
9,107,4,181
9,97,4,256
9,86,1,476
9,75,4,646
9,69,3,373
9,67,3,628
9,82,1,138
9,27,6,245
9,114,2,146
9,99,5,74
9,17,6,705
9,3,1,241
9,99,6,352
9,69,4,396
9,40,6,113
9,58,3,288
9,66,2,145
9,9,2,61
9,5,2,226
9,81,4,405
9,66,4,80
9,120,4,405
9,78,4,542
9,30,3,545
9,42,3,164
9,30,2,227
9,51,5,179
9,76,4,103
9,24,2,285
9,56,1,451
9,91,2,155
9,108,5,290
9,21,1,186
9,44,5,217
9,59,4,74
9,10,3,266
9,81,3,264
9,57,2,285
9,118,3,180
9,107,2,469
9,105,3,371
9,41,1,322
9,27,4,331
9,7,2,577
9,5,4,225
9,83,2,163
9,57,1,248
9,72,5,333
9,63,1,494
9,19,5,200
9,107,6,84
9,102,6,317
9,10060,1,284
9,43,5,21
9,11,6,488
9,43,4,451
9,114,1,442
9,103,4,216
9,62,4,276
9,90,4,363
9,64,4,95
9,97,2,52
9,111,1,119
9,71,5,399
9,57,6,265
9,29,4,138
9,6,6,153
9,106,6,288
9,65,2,235
9,15,3,226
9,69,2,373
9,35,6,182
9,51,3,338
9,28,5,22
9,3,5,96
9,22,3,372
9,15,6,121
9,115,4,267
9,12,6,755
9,117,2,182
9,10055,3,432
9,44,1,307
9,21,3,89
9,92,3,192
9,30,6,284
9,109,1,61
9,10055,6,401
9,73,4,384
10,9,4,359
10,71,6,0
10,65,1,102
10,57,3,463
10,52,5,340
10,10,6,284
10,106,2,244
10,102,2,0
10,47,3,362
10,103,6,171
10,87,5,494
10,110,4,299
10,33,4,466
10,31,3,38
10,10096,4,363
10,113,4,394
10,100,3,558
10,26,2,329
10,74,4,186
10,110,1,475
10,48,4,343
10,95,6,105
10,74,1,313
10,8,5,184
10,36,1,363
10,8,1,379
10,20,4,0
10,10055,5,127
10,62,6,124
10,86,4,173
10,97,4,256
10,66,6,482
10,15,5,349
10,91,1,475
10,93,5,47
10,34,2,337
10,112,2,474
10,69,3,373
10,10096,5,485
10,67,3,628
10,36,2,489
10,29,3,214
10,98,3,409
10,21,6,357
10,51,2,439
10,36,3,266
10,115,1,85
10,78,2,319
10,55,3,112
10,40,6,47
10,58,3,288
10,66,2,145
10,64,3,186
10,6,4,221
10,35,3,178
10,61,6,164
10,5,1,102
10,5,2,226
10,81,4,405
10,66,4,80
10,120,4,510
10,78,4,542
10,59,1,58
10,30,3,545
10,71,4,329
10,42,3,164
10,77,3,194
10,66,3,255
10,77,6,105
10,56,1,451
10,108,2,141
10,33,2,530
10,44,5,217
10,59,4,74
10,35,2,151
10,81,1,81
10,99,2,161
10,57,2,285
10,118,3,180
10,63,4,481
10,94,6,62
10,105,3,371
10,41,1,322
10,1,4,585
10,106,4,133
10,107,3,182
10,100,5,357
10,108,1,214
10,98,5,99
10,70,1,226
10,113,5,167
10,57,1,248
10,72,5,333
10,12,4,209
10,32,4,372
10,97,6,382
10,2,1,100
10,39,1,350
10,15,4,373
10,49,4,326
10,38,2,50
10,38,1,87
10,43,4,451
10,62,4,276
10,85,6,106
10,90,4,363
10,48,5,329
10,58,1,390
10,91,3,324
10,80,4,124
10,88,5,392
10,34,5,276
10,53,4,302
10,43,3,426
10,106,6,288
10,19,6,0
10,44,3,246
10,84,3,196
10,32,5,220
10,22,6,207
10,37,5,154
10,28,5,22
10,100,1,57
10,15,6,121
10,12,6,755
10,2,3,315
10,40,3,0
10,50,4,34
10,10055,3,432
10,25,3,426
10,54,6,298
10,44,1,307
10,79,5,486
10,13,6,0
10,107,5,325
10,47,4,207
10,67,4,409
10,109,1,61
10,26,6,120
10,10055,6,401
10,73,4,384
10,41,5,483
10,81,5,265
10,21,2,114
11,24,1,388
11,101,5,450
11,9,4,359
11,45,1,435
11,14,1,0
11,97,3,118
11,82,6,330
11,33,6,129
11,103,6,171
11,63,2,266
11,10118,3,311
11,87,5,494
11,110,4,299
11,41,2,84
11,2,5,653
11,10096,4,363
11,4,6,305
11,100,3,558
11,55,5,122
11,110,1,475
11,41,6,180
11,17,1,142
11,95,6,105
11,74,1,313
11,8,5,26
11,83,1,470
11,36,1,363
11,116,6,197
11,10055,5,127
11,36,5,423
11,29,5,379
11,86,1,476
11,93,3,320
11,67,3,628
11,82,1,138
11,25,6,455
11,92,1,286
11,36,2,489
11,87,6,125
11,114,2,146
11,21,6,357
11,60,5,408
11,115,1,85
11,58,3,288
11,85,1,561
11,95,1,138
11,61,6,164
11,5,1,102
11,5,2,226
11,10,1,493
11,52,3,54
11,78,4,542
11,59,1,58
11,72,3,287
11,14,4,226
11,10060,5,341
11,87,4,11
11,45,5,405
11,66,3,255
11,30,2,298
11,51,5,179
11,15,2,76
11,90,3,423
11,108,5,290
11,21,1,186
11,59,4,74
11,35,2,151
11,10,3,266
11,99,2,161
11,81,3,264
11,36,4,360
11,107,2,469
11,54,5,476
11,105,3,371
11,41,1,322
11,1,4,585
11,27,4,331
11,89,6,86
11,100,5,357
11,98,5,99
11,5,4,225
11,113,5,167
11,83,2,163
11,72,5,333
11,19,5,200
11,61,4,209
11,91,5,425
11,88,2,134
11,32,4,285
11,73,1,423
11,109,6,143
11,2,1,0
11,93,2,167
11,76,2,0
11,15,4,373
11,53,3,227
11,95,4,291
11,18,3,0
11,68,3,279
11,110,6,258
11,38,1,87
11,114,1,442
11,103,4,216
11,62,4,276
11,85,6,106
11,44,4,286
11,48,5,329
11,10055,2,398
11,63,6,200
11,97,2,52
11,58,1,390
11,91,3,324
11,87,2,370
11,31,4,237
11,88,5,392
11,64,6,52
11,105,2,151
11,119,3,436
11,43,3,426
11,106,6,288
11,19,6,0
11,82,3,439
11,65,2,235
11,84,3,196
11,70,5,232
11,55,1,234
11,37,5,154
11,51,3,338
11,22,3,372
11,100,1,57
11,15,6,121
11,2,3,315
11,117,2,47
11,40,3,0
11,10096,2,255
11,21,3,89
11,90,2,0
11,120,2,310
11,47,4,207
11,114,6,414
11,109,1,61
11,10055,6,401
11,12,5,292
11,81,5,265
12,117,6,224
12,101,5,450
12,9,4,196
12,45,1,435
12,42,2,0
12,65,1,102
12,111,3,503
12,97,3,118
12,109,4,456
12,82,6,330
12,61,5,230
12,15,1,262
12,102,2,0
12,63,2,266
12,69,5,460
12,31,3,38
12,113,4,394
12,55,5,122
12,66,5,313
12,17,1,142
12,86,2,296
12,48,4,494
12,44,6,401
12,95,6,105
12,8,5,26
12,62,6,124
12,107,4,181
12,35,5,212
12,33,3,703
12,10118,2,73
12,75,4,646
12,119,5,388
12,82,1,138
12,29,3,214
12,21,4,95
12,21,6,357
12,60,1,113
12,36,3,266
12,45,6,315
12,33,5,75
12,7,6,0
12,58,3,288
12,85,4,413
12,64,3,186
12,9,2,61
12,5,6,0
12,79,4,73
12,5,1,102
12,10,1,493
12,112,1,361
12,59,1,0
12,90,6,426
12,98,1,292
12,85,5,631
12,87,4,11
12,88,4,139
12,66,3,255
12,4,3,562
12,24,2,221
12,119,1,491
12,80,2,240
12,90,3,423
12,72,4,157
12,76,1,429
12,108,5,375
12,54,1,448
12,71,3,5
12,10,3,266
12,99,2,161
12,36,4,360
12,82,2,41
12,94,3,464
12,54,5,476
12,105,3,371
12,41,1,322
12,1,4,585
12,27,4,331
12,100,5,357
12,98,5,99
12,68,1,242
12,63,1,494
12,60,6,640
12,91,5,425
12,73,1,423
12,39,2,95
12,107,6,84
12,2,1,0
12,93,2,167
12,39,1,350
12,15,4,373
12,54,3,396
12,112,3,456
12,53,3,227
12,95,4,291
12,43,5,21
12,11,6,627
12,88,1,214
12,38,1,87
12,30,1,64
12,43,4,451
12,62,4,276
12,64,4,240
12,63,6,200
12,97,2,52
12,91,3,324
12,80,4,124
12,78,5,147
12,119,3,436
12,101,3,473
12,57,6,265
12,29,4,138
12,44,2,398
12,6,6,153
12,19,6,0
12,84,3,196
12,32,5,220
12,20,2,157
12,55,1,234
12,27,1,308
12,40,3,0
12,10055,3,432
12,25,3,426
12,8,2,260
12,21,3,89
12,10118,1,646
12,92,3,192
12,107,5,325
12,114,6,414
12,109,1,61
12,84,5,458
12,18,5,388
12,53,5,333
12,26,6,120
12,81,5,265
13,9,4,196
13,71,6,0
13,42,2,0
13,111,6,144
13,65,1,102
13,109,4,629
13,61,5,230
13,105,1,392
13,79,6,330
13,69,5,460
13,48,6,237
13,50,2,707
13,33,4,466
13,91,4,162
13,2,5,653
13,13,2,274
13,26,2,329
13,55,5,122
13,74,4,186
13,110,1,475
13,41,6,180
13,8,5,26
13,20,4,40
13,10055,5,0
13,101,4,235
13,19,3,516
13,52,6,248
13,86,1,476
13,35,5,212
13,84,6,577
13,33,3,703
13,75,4,646
13,50,5,0
13,114,2,146
13,99,5,74
13,29,3,156
13,10060,6,203
13,10,2,269
13,21,6,357
13,17,6,705
13,3,1,241
13,55,3,112
13,66,2,145
13,64,3,186
13,79,4,73
13,35,3,178
13,5,1,102
13,5,2,226
13,112,1,361
13,52,3,54
13,59,1,0
13,42,3,331
13,98,1,292
13,14,4,226
13,85,5,631
13,4,3,562
13,51,5,179
13,37,1,295
13,98,2,436
13,24,2,221
13,10,5,157
13,68,4,262
13,80,2,240
13,90,3,423
13,112,4,115
13,97,5,96
13,81,1,81
13,99,2,161
13,57,2,285
13,118,3,180
13,36,4,360
13,76,6,179
13,107,2,469
13,94,6,62
13,105,3,371
13,1,4,585
13,106,4,323
13,107,3,182
13,7,2,577
13,10096,3,395
13,5,4,225
13,68,1,242
13,72,5,340
13,63,1,494
13,88,2,134
13,39,2,95
13,34,3,247
13,97,6,362
13,2,1,0
13,76,2,0
13,15,4,373
13,7,1,12
13,43,5,21
13,78,1,320
13,38,2,0
13,88,1,214
13,38,1,87
13,103,4,216
13,48,5,329
13,10055,2,398
13,18,6,542
13,91,3,324
13,31,4,237
13,88,5,392
13,34,5,276
13,78,5,147
13,105,2,151
13,102,5,76
13,43,3,426
13,6,6,153
13,19,6,0
13,44,3,246
13,65,2,235
13,20,2,157
13,22,6,171
13,67,1,408
13,70,5,232
13,55,1,234
13,22,3,297
13,27,1,380
13,117,2,47
13,54,6,298
13,79,5,402
13,119,6,209
13,90,2,0
13,30,6,284
13,109,1,61
13,53,5,333
13,87,1,96
13,12,5,292
13,21,2,114
14,117,6,224
14,101,5,450
14,45,1,435
14,57,3,463
14,10,6,284
14,61,5,230
14,105,1,392
